Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
144912,150622,56387,58922,,,,
76856,113517,,,,,,
69094,113223,,,,,,
173919,202141,,,,,,
84271,123309,,,,,,
48153,89629,210894,220065,,,,
14846,45708,58273,69248,,,,
8278,22360,,,,,,
78279,126374,,,,,,
7585,13107,,,19710,48536,,
82979,90350,,,,,,
86487,112192,,,,,,
220761,231701,,,,,,
67464,108854,86869,124108,,,,
21759,43847,261,28208,,,,
24441,25669,78871,119587,,,,
32248,43142,,,,,,
4277,38274,62129,91581,79744,124676,,
145381,192729,175447,184194,,,,
12250,46798,18189,37332,,,,
158331,177989,150666,162082,,,,
117795,133964,86876,94682,87952,119489,,
49294,52336,80308,95679,,,,
11300,22438,,,22,26484,,
140560,157477,128114,162032,,,,
22380,66051,,,,,20000,26279
83635,85966,79469,99385,,,,
15293,59984,,,,,,
69552,105472,140,36804,,,,
82033,119544,,,,,,
111773,129107,,,,,,
136563,161868,,,,,,
158816,159418,129768,159342,,,,
37248,53908,,,,,,
274,30268,15295,17612,,,,
100000,107962,51000,87721,,,,
38803,56867,,,,,,
117257,158052,,,,,,
54874,101217,,,,,719,44554
4082,12553,,,,,,
2195,2277,,,,,,
80730,111564,,,156000,169740,,
70000,110440,79000,121691,,,,
35900,77673,150000,165524,,,,
7049,50363,1853,9415,,,,
132507,170836,70368,96047,,,,
9120,47440,29670,45530,,,,
664,43165,,,,,,
143994,164196,,,111234,122764,,
124270,132495,,,,,,
175961,191125,166235,192648,,,,
79812,111606,77502,83908,,,,
33475,60233,40468,55567,16998,65339,,
180000,212322,121183,161909,,,,
103204,122149,,,,,,
21908,25638,,,,,,
25201,63352,75224,90655,,,,
4151,38000,44227,79717,,,,
12951,57995,49952,70272,,,,
52563,95651,76429,85425,,,,
48950,56415,,,,,,
130585,138702,,,,,,
117429,162843,,,,,,
75722,91725,,,,,,
32166,65656,,,82500,103584,,
8090,19618,,,,,,
19804,67195,10261,21742,,,,
90285,122980,60800,106054,,,,
31882,59830,108086,116936,,,,
55037,79343,,,,,,
19170,32753,,,,,,
94127,130587,,,,,,
88113,123228,,,,,,
81689,118990,61844,96675,,,,
64000,86930,,,,,,
34000,43361,1000,20246,,,,
141705,169660,110879,136140,,,,
67055,97692,,,,,,
2171,17816,,,,,,
26181,47031,80481,119845,,,,
25204,33608,13623,33072,,,36784,78591
11,24677,9185,28898,,,,
1564,29108,,,,,,
107,38163,,,,,,
21000,35587,185,31691,,,,
136609,138617,,,,,,
84126,133655,,,,,,
28964,41267,59292,91578,,,,
45000,88591,,,,,,
64418,96910,,,,,,
101843,112081,87342,125110,,,,
28000,66384,94000,131297,,,,
127648,141836,,,,,,
98714,124468,,,,,,
82168,109248,95539,120079,,,,
96913,127931,,,,,,
28809,33095,92472,134087,,,,
82000,112886,,,487,22792,,
193,8400,,,,,,
48000,96534,30000,31252,,,,
138857,164406,58601,59540,,,,
126205,133878,,,,,,
40317,84151,,,,,,
73000,91137,26000,69628,,,,
71777,96010,,,,,,
54706,75529,,,,,,
98309,130199,122046,126024,,,,
157000,192642,25854,55103,168,1744,,
65032,102151,,,,,,
61057,73326,,,,,,
10405,15622,,,,,,
83713,97248,13769,29279,,,,
71711,105321,,,,,,
101040,110611,63700,92443,,,,
60083,101791,22483,64049,,,,
130847,145179,84347,116114,,,,
75000,101863,,,,,,
64526,69627,,,,,,
56000,76331,,,,,,
74233,95345,57167,69216,,,,
8,2363,,,,,,
32000,33987,4780,43422,,,,
0,18350,0,35928,,,,
37582,83116,17753,43763,,,,
48295,50607,,,,,,
158032,165163,,,,,,
7068,9047,12154,20855,,,,
24000,50084,,,,,,
105033,153740,,,,,,
45000,68425,,,,,,
146324,155915,30446,47869,,,,
18985,58517,,,,,,
50875,83868,110339,113577,,,,
59476,86723,200373,249094,,,,
81254,126798,,,,,,
313668,356730,5270,41281,85217,132118,,
89676,134919,,,,,,
138271,151693,,,,,,
88956,104099,26335,65008,48951,86457,,
130756,162313,15201,50179,,,,
49363,79232,,,,,,
7,2067,,,,,,
76720,108732,163000,192988,,,,
9189,11281,,,,,,
63157,70431,35966,73941,,,,
0,29919,0,12804,,,,
0,4094,56000,93440,72000,77925,,
101875,129745,,,,,,
21403,41069,43119,53721,,,163029,189234
18960,28895,,,,,,
22808,33462,17957,25983,,,,
16086,46869,,,,,,
86000,119019,14495,16578,35892,64236,,
9000,38002,63000,92084,130000,171537,,
198367,231356,64154,85134,,,,
28054,56855,132111,161424,,,,
83704,94288,111450,124155,,,,
38161,57327,,,,,,
36536,45847,53930,99707,,,,
110214,121173,,,,,,
8157,29704,,,,,,
37261,82213,21571,37083,,,,
196424,200633,,,,,,
100000,149435,10000,26271,,,,
58718,68975,,,,,60000,108707
41212,71286,,,,,,
107876,124044,43114,61410,,,69000,108661
36151,71426,,,,,,
100507,108459,,,,,,
28243,42319,,,,,,
74032,82715,,,,,,
1075,29936,,,,,,
161609,180581,,,,,,
31545,62088,,,,,,
119876,122182,,,,,,
23990,24711,107038,145727,,,,
40891,48994,41342,78582,,,,
42339,77548,57135,70317,,,,
17485,40198,,,,,,
83488,102626,,,,,,
15210,20173,3730,35293,,,,
50410,72230,65684,86214,,,,
18222,29537,,,,,,
68837,94560,147408,188813,,,,
79585,116858,114306,117780,,,,
181,761,50891,80373,,,,
28789,62147,138335,173163,,,,
52030,65577,,,,,,
22238,71160,,,,,,
66738,87685,,,,,,
24909,36023,113901,117121,,,,
99667,108600,,,,,181000,206406
134457,151742,117936,132710,103822,115494,,
94305,133057,,,,,,
19646,34836,50512,79820,,,,
81234,117231,72736,84583,,,,
30000,71909,,,,,,
38396,72724,82822,87001,,,,
73200,120491,0,15780,,,,
76200,120438,,,,,,
67016,72889,,,,,,
54668,102032,,,,,,
29888,50913,,,,,,
62804,110601,,,,,,
52449,83999,,,,,,
55554,61645,,,,,,
49886,49969,,,,,,
71851,111738,,,,,,
82082,130116,,,,,,
63682,66491,,,,,,
134000,147291,33000,39925,,,,
300525,325389,,,6987,50134,,
27000,70520,,,54000,65708,,
12483,21886,84117,114592,,,,
162712,187063,56890,106072,,,,
46926,55942,,,,,,
93161,143008,78000,78628,,,,
38382,75238,53464,53823,,,,
1073,46569,53446,68472,,,,
65252,95636,35208,57578,,,,
89515,115386,,,,,,
34639,43657,,,,,,
1288,21095,74209,111886,,,,
116298,131524,,,,,,
60506,105759,210572,231497,,,,
3940,27620,,,67990,109409,45000,59274
71042,115803,17010,19973,,,,
81227,122891,,,,,,
107604,130914,,,,,,
90772,93423,,,,,,
43596,46528,,,,,,
45087,78152,29281,36917,,,,
48886,60589,,,,,,
78000,82812,,,,,,
124300,126813,40638,90144,,,,
27830,71311,,,,,,
88116,111729,121191,124493,,,,
401,27803,152,34192,,,,
50100,81220,163000,193428,,,,
316,9446,8842,32707,,,,
151021,195301,,,,,,
91268,119705,20279,64353,,,,
32515,77528,,,,,,
150000,195048,10000,44882,,,,
35209,43786,20630,23118,,,,
58000,97582,130000,163811,,,,
102929,119297,34911,50865,,,,
52751,72769,,,,,,
25238,39512,,,,,,
26763,58571,,,,,,
23000,65639,112843,132543,,,,
42604,81477,,,,,,
59753,77746,73105,87123,,,,
118217,158790,,,,,,
49093,64231,,,,,,
230,24433,70102,94670,,,,
203500,226379,,,,,,
705,45666,,,,,,
767,38923,,,,,,
26833,31750,76400,119355,,,,
71453,120172,34841,36537,,,,
560,13385,,,,,,
92100,106490,,,,,,
74539,82252,,,,,,
37820,51586,,,,,,
73703,101221,12106,14267,,,,
165950,213819,,,,,,
8677,39996,,,,,,
38807,70255,44621,92001,,,,
124349,144653,105034,135460,122727,146834,,
137644,166563,,,,,,
114918,157131,87334,104696,,,,
131648,170109,57630,87709,,,,
2165,37382,880,30656,,,,
82101,107908,,,,,,
52002,86335,26410,73392,,,,
157872,176489,117989,155901,,,,
17235,38619,,,,,,
0,48929,,,,,,
41411,66669,,,,,,
111500,125637,,,,,,
99000,118974,,,,,,
15174,63609,11643,40437,,,,
145832,167590,47000,63184,,,,
199816,204917,,,,,,
741,17763,47103,93513,,,,
180000,195911,130000,166489,,,,
49909,81309,102772,115800,,,,
62652,89529,56083,84211,,,,
104863,144749,,,,,,
47516,48130,24797,38980,,,,
42326,82281,,,,,,
90000,126843,60000,72060,,,,
60072,69898,97054,134341,,,,
177342,221120,,,,,,
104447,132011,,,,,,
93974,104242,87442,128979,95156,129982,,
10,15759,45875,65142,,,,
155100,158520,,,,,,
49644,64488,34327,37566,,,,
85255,135110,,,,,,
29173,49755,,,,,,
68077,77942,271,6546,,,,
45842,62055,11364,28385,,,,
28904,59178,154465,195846,145642,160324,,
27400,28627,,,,,,
80000,113403,,,,,,
18000,18864,15000,39833,,,,
45000,48948,,,72000,86183,,
63641,83708,45285,95045,,,,
45995,93978,,,,,,
19001,65246,,,,,,
163770,208349,25424,72375,,,92215,106356
97484,138999,,,,,,
52344,71694,50430,86982,,,,
98974,99568,,,,,,
64935,104878,,,,,,
150212,179916,,,,,,
34076,61596,,,,,,
53900,68445,,,,,,
117811,144366,32348,73592,,,,
88489,135143,,,,,,
27165,69224,,,,,,
67012,73101,,,,,80000,126074
59977,77854,127872,148403,27090,41251,106443,146048
39,12647,128521,138987,,,,
48321,58015,,,,,140000,187870
51759,86801,51576,84651,,,,
91791,133580,,,30083,39541,,
34300,51580,,,,,,
7007,29134,11845,28052,,,,
16312,66233,86848,87958,65231,93970,,
85406,135239,92000,97981,,,,
50176,67527,47670,88869,,,,
47848,69662,,,,,,
91753,107593,,,,,,
36910,58295,,,,,,
18469,26125,136970,175896,,,,
32140,36338,,,,,,
113636,145387,10786,30035,,,,
14990,30414,16883,20970,,,,
20,12106,,,,,,
22000,35426,,,23000,28449,,
93220,139177,,,,,,
58849,73744,,,,,11476,34143
36877,59312,1749,50617,,,,
44779,84335,,,,,,
78533,109793,,,,,,
109120,158914,40473,85623,,,,
20435,31693,,,,,,
38402,63945,,,,,,
167365,176982,,,,,,
11477,41878,,,,,,
27618,63327,36607,74950,,,,
74824,78216,,,,,,
105022,129375,,,,,,
50000,93628,,,,,,
186015,226729,,,,,,
115477,150868,,,,,,
100547,124173,,,,,,
22045,53060,,,105,36697,,
36171,76388,,,,,,
100,10773,,,,,,
62455,73988,,,,,,
12047,58396,,,,,,
17181,64412,41701,45151,,,,
150246,167815,130295,159497,,,,
160584,167634,130775,151266,,,,
7160,23260,27429,65014,,,,
21629,59863,,,,,,
100000,129091,,,,,,
76147,85457,41435,69302,,,,
54598,94462,,,,,,
118026,152450,,,,,,
192300,197050,125250,144597,,,,
104955,134376,,,,,,
5037,23994,,,,,,
867,10320,50488,80247,37119,64454,,
3942,45192,,,,,,
103642,123650,,,,,,
242349,282819,151,6811,,,,
79931,108916,,,,,,
3337,28022,,,,,,
28827,54059,,,,,,
42700,45342,22440,50923,,,,
15063,34896,80000,110277,,,,
31910,78048,,,,,,
120496,142235,,,,,,
108000,108735,,,,,,
996,6482,,,,,,
36135,37857,,,,,,
26590,38038,159919,166048,,,,
36000,73093,,,,,,
100902,129079,,,,,,
101000,134342,64000,72564,,,,
108289,127540,,,,,,
1821,17767,96789,117128,,,,
102310,135787,13052,33700,,,,
65000,90826,,,,,,
30210,55812,,,,,,
38425,83077,63590,77023,,,,
134007,174383,,,,,,
100000,144099,,,,,,
9056,14577,87430,121362,,,,
87233,128883,800297,814773,,,,
75035,123273,48958,76157,,,,
58083,80113,,,,,,
32172,58031,,,,,,
71305,81185,,,,,,
129558,179200,206847,233637,,,,
63237,85159,30339,70449,,,,
68209,99426,1023,44272,74060,95093,,
291644,295328,82670,104936,,,,
20116,45749,75069,119650,,,,
6564,6947,,,,,,
78656,86834,,,,,,
31374,64846,136083,185153,,,,
46364,82545,,,,,,
54145,84233,,,,,,
70702,79453,,,,,,
19288,64337,,,,,,
97038,110674,124718,134548,,,,
113303,150405,,,,,,
122734,161711,,,,,,
147701,188369,135624,170269,,,,
194400,210326,,,,,,
314174,350260,6219,28621,86073,135498,,
183215,224961,68685,91749,,,,
34000,82090,5000,20949,,,,
113153,118580,,,,,,
10996,16979,,,,,,
390,32423,27000,28338,,,,
158143,177432,,,,,,
18904,29455,13024,17524,103791,105465,96954,106946
49865,51963,139213,177621,,,,
46953,56233,,,117592,136961,,
42551,54135,60118,77821,,,,
93855,97299,,,,,,
87000,133663,39000,74838,,,,
162419,207741,134076,146824,,,,
64036,92544,50730,70604,,,,
84804,104286,,,28235,59904,,
36454,56424,70789,75108,58861,100767,,
81874,101182,,,,,,
41000,82703,,,,,,
80766,112224,11649,22372,90666,119861,,
16576,54465,,,,,,
89036,128536,,,,,,
159071,204482,,,,,,
68298,89500,,,,,,
285000,323260,,,,,,
62011,72903,,,,,,
59,26216,59491,75734,95369,107029,,
34947,45747,19553,25178,27320,70032,,
11100,39339,484,11860,,,,
29327,46818,16525,33691,,,,
44912,81685,,,,,,
73100,89951,,,,,,
104348,139569,203983,228014,,,,
40,12575,,,,,,
58977,67396,29946,55882,,,,
78171,122662,,,,,,
51435,82877,,,,,,
79654,89249,,,,,,
13079,53062,40325,61376,,,,
30864,32547,,,,,,
41869,70282,,,,,,
106902,134387,62543,65768,,,,
91561,117402,,,,,,
85000,105274,,,,,,
44583,46557,284,24925,,,,
96442,123370,,,,,,
73474,76176,,,,,,
81905,96581,,,,,,
3016,40868,,,,,,
28000,57539,102000,106780,,,,
121872,141492,,,,,4722,49581
77700,93559,27200,45188,,,,
19760,60333,,,,,,
29341,32949,,,,,,
265,18167,,,,,,
26563,69788,48060,81256,,,,
99120,109899,,,,,,
151314,182346,,,,,,
73500,96894,2828,19696,10390,33848,,
32341,70585,24700,57660,,,,
116000,121892,72000,106064,,,,
50281,94585,111000,138426,,,,
120505,126878,125701,166486,,,,
114560,161040,38877,57233,,,,
163785,206387,172807,201920,,,,
40474,73728,37476,45457,,,,
95822,104078,113597,129036,,,,
80315,106998,,,,,,
71472,98643,99011,104933,,,,
65628,83952,,,,,,
1266,38452,35609,50551,,,,
54480,90365,,,,,,
60367,84156,,,,,,
25396,56390,,,,,,
1365,27014,,,,,,
43000,72339,,,,,,
66460,113389,63598,89405,,,,
69965,79824,66557,77197,,,,
34047,54283,19606,22739,,,,
853,35809,,,,,,
1334,49347,,,,,,
41363,63878,101485,138106,,,,
37103,78734,,,,,,
47391,57203,,,,,,
97000,143136,,,,,,
2200,44447,1,12344,,,,
44456,63564,,,,,,
12,14237,,,,,,
93982,124465,,,,,,
89531,96618,,,,,,
164705,172481,,,,,,
28000,67910,,,132000,152352,,
134708,166441,,,,,,
66684,89900,41231,49552,,,,
11391,46508,,,,,,
122,46316,,,,,,
36576,41922,57070,73672,,,,
37177,59937,,,,,,
34000,36298,26000,54044,,,,
193000,202962,,,,,,
80505,108669,,,,,,
83577,90045,,,,,,
4,39044,,,,,,
75013,98657,133283,149212,,,,
40455,52341,34000,56998,,,,
52645,67835,,,,,,
25504,55844,,,,,,
59373,87520,52684,79160,,,,
0,4344,105000,105008,,,,
19827,47134,13425,23201,103939,139675,97538,122378
85000,94686,,,,,,
15058,42405,,,,,,
149440,194206,100128,142938,,,,
107075,151389,,,,,183000,221738
51031,68379,,,,,,
75943,91905,,,,,,
170573,182219,60821,82640,,,,
81523,107273,,,,,,
143000,147331,88249,132123,,,,
19213,59119,103268,132335,,,,
34000,47246,19000,57534,,,,
46000,85073,28000,68887,,,,
73460,102903,,,,,,
72427,114164,,,,,,
21974,68167,53623,57050,121965,160463,,
55700,99001,,,,,,
34652,80180,,,28012,36762,,
5786,11467,24,39619,,,,
47345,77398,,,,,,
119000,140956,7962,11060,,,,
27181,44880,88704,109144,,,,
97000,98162,,,,,,
84462,112670,152391,170088,,,,
190413,219713,700,42436,,,,
45479,95316,,,,,,
132470,157276,,,,,,
2114,34318,,,,,,
80214,116234,,,,,,
67216,106218,,,,,,
15800,56197,,,,,,
28911,68270,102894,129903,,,,
97377,107515,,,,,,
12689,32644,71894,108317,,,,
19847,29591,5600,53253,,,,
195311,207352,,,,,,
72483,104780,,,,,,
136000,179689,67348,91433,,,,
11846,60499,,,,,,
36307,53202,,,,,,
18149,27856,,,,,,
150195,174885,,,,,,
113315,117914,,,,,,
124317,159724,137165,175185,,,,
92454,116674,,,,,,
45228,73917,,,,,,
64443,107420,,,,,,
122700,169282,,,,,,
28009,36025,37467,54500,,,,
80248,122382,,,,,,
7704,13815,,,,,,
28323,43323,,,,,,
15833,31258,33984,68781,,,,
25,18657,0,20673,,,,
62628,88570,,,,,111151,144307
57638,69853,,,,,,
66945,84059,230100,243736,,,,
59464,92624,148193,182517,,,,
153216,176355,,,,,,
0,5659,,,,,,
49516,88625,,,,,,
134531,161538,,,,,,
138644,164850,31898,72385,,,,
105000,140553,,,,,,
41600,60538,473,39874,,,,
46143,83285,533,48609,,,,
29880,57115,,,,,,
42000,88636,,,,,,
101854,145611,,,,,,
47766,87500,,,,,,
89304,114705,,,,,,
146533,194769,,,56169,84806,,
27171,44406,151557,177399,,,,
168323,170030,20518,29482,,,,
52268,100649,77465,91604,,,,
5875,23499,,,,,,
47546,72314,7997,54771,,,,
56083,93190,166253,176689,,,,
94562,113410,88301,136261,96034,102987,,
55561,98923,62797,83636,,,,
54618,90245,176910,186183,,,,
46010,51747,,,,,,
3460,40374,,,,,,
8701,16667,47400,90174,,,,
37649,46400,26083,33477,,,,
180828,195007,,,,,,
28340,32223,,,153508,192174,,
3005,45694,,,,,,
99907,137160,934,6617,,,,
90750,130006,,,,,,
33943,72759,185457,191691,97230,136706,,
126681,157699,,,,,,
56000,59886,75000,96037,,,,
43200,77702,50800,52662,22000,25097,,
23026,47780,,,,,,
8278,36351,,,,,,
130653,172168,,,,,,
45889,89901,,,,,,
110100,149048,,,,,,
15312,31419,9598,14962,,,,
127965,144546,,,,,,
57792,60405,314649,324668,,,,
85000,131707,70000,77754,,,,
50302,65264,,,,,,
38588,38715,14092,27134,,,,
150363,184937,,,,,,
19844,42286,30077,56082,,,,
45571,62400,,,,,,
140991,144801,,,,,,
114,29952,,,,,,
49637,53778,,,4000,10718,,
54046,60481,,,,,,
864,4282,,,,,,
66788,88524,,,,,,
4362,15910,,,,,,
65842,94517,,,,,,
24776,67971,156315,158784,,,,
10,31716,54536,80540,,,,
95945,127443,186709,215850,,,,
50000,92564,,,,,,
3500,35884,97000,128254,,,,
354,40845,329,30870,,,,
77500,100246,,,,,,
44006,73743,,,,,26854,40968
88660,93006,,,,,,
158000,172520,150000,168565,,,,
377,11642,,,,,,
39333,85813,85476,130243,,,,
167623,184421,,,,,27445,76391
54953,98245,95470,132611,,,,
22912,69190,10242,28476,,,,
7600,31467,79051,112412,,,37,20154
75000,121023,140000,175949,,,,
54686,89710,,,,,,
7106,8150,,,,,,
197612,217670,78318,100703,,,,
19322,67271,,,,,,
17183,49419,50255,58285,,,,
35591,57365,15000,20154,3400,7573,,
50301,94913,140161,168177,,,,
85657,116264,134256,162940,142974,165701,,
37298,66190,,,,,,
122960,153872,,,,,,
49104,90809,,,,,,
10650,26836,,,,,,
93862,109028,,,112000,118914,,
42286,74934,11987,40568,,,,
100000,128593,,,,,,
43920,54615,59875,67700,,,,
114664,157748,,,,,,
18128,47269,15674,37151,,,,
44900,70836,86592,129132,,,,
41168,83304,39164,79259,,,,
100395,150196,,,100646,120240,,
52948,82561,,,,,,
51995,77738,71519,78599,,,,
23337,28664,,,,,,
150591,157305,,,,,,
4094,34595,,,,,,
11465,51072,,,,,,
17543,64058,25783,54933,,,,
35629,43738,,,,,,
65388,112193,,,,,,
50251,63121,,,203696,229331,,
10,46236,,,,,97000,137855
88191,109098,,,,,,
7015,55400,40750,72707,,,,
46302,79562,120581,166874,,,,
142565,190330,,,92311,127886,,
43562,90554,121216,133076,,,,
145530,145919,,,,,,
60446,86819,1100,45902,,,,
41114,85494,124083,164924,,,25360,27794
20071,55802,,,,,,
48882,71396,78000,117436,,,,
126448,129115,50797,54137,,,,
130112,133790,575,24950,,,,
7525,44892,95711,96338,,,,
34000,63412,75000,81948,,,,
57339,69727,,,5803,7676,,
41641,42497,,,,,,
17186,52811,116397,122186,72771,106408,,
24000,64176,,,,,,
76882,125555,14593,41069,185703,220715,,
17067,66239,159248,202472,,,,
79467,100757,,,,,,
9073,33152,,,,,,
135876,181858,,,,,,
27000,30473,,,,,,
104027,132437,89723,120541,,,,
75129,91974,,,,,,
66235,75379,105016,149939,,,,
85654,127074,54861,98528,,,,
7634,56115,106505,139711,55516,95350,,
34344,67537,,,,,,
196948,225614,,,,,,
70375,82504,28766,63555,,,,
117750,148125,137338,162295,,,,
23654,27936,,,,,,
5,5014,47000,48944,,,,
68000,112656,,,,,,
704,18505,105230,146256,,,,
39000,83222,,,,,,
93077,123057,143773,160029,,,,
124189,173881,,,,,,
22647,45659,,,,,,
79152,95756,,,,,,
38116,46767,,,,,,
68180,76062,166717,210732,,,,
290000,299902,,,,,,
61288,80543,,,,,,
32246,48869,1149,15563,,,,
42934,59021,45256,55305,,,,
54500,56593,47500,88661,,,,
61783,104336,88105,117015,,,,
16234,56603,,,,,,
870,2589,147761,191396,,,,
160,37074,,,,,,
68860,96153,11537,56579,,,,
78353,122088,169672,194019,,,,
54379,86297,90105,107109,,,,
20620,42511,,,,,,
82385,82673,101284,137286,,,,
123785,153805,,,,,,
77931,108748,47348,82600,,,,
34289,73028,,,,,,
100000,108968,,,,,,
102991,131497,,,,,,
89416,129378,,,,,,
20000,48184,100000,136913,,,,
9658,57479,,,,,,
160826,187951,72200,87240,79013,110498,,
95,44786,,,,,,
34301,40037,,,,,,
320,47721,,,,,,
21402,38662,141479,182458,,,,
159678,198057,146125,168283,,,,
136003,142802,126419,153503,,,,
52590,91267,22628,40721,,,,
461,48715,,,,,,
109777,133620,24074,59251,,,,
145571,170959,194197,223652,,,,
138293,177166,135541,164978,,,,
25,49752,,,21000,64209,,
36918,72561,79066,108450,100,7536,,
175395,193365,,,,,,
88000,107325,25937,46333,48327,51781,,
115000,136016,,,,,,
161463,180969,34280,62202,,,,
403733,435791,,,,,,
67903,85218,56185,89647,,,,
85000,117540,30960,50378,,,,
107064,132620,12853,59723,,,,
31692,71982,,,,,70,25187
112009,127990,101548,102951,,,,
17990,66591,,,,,,
65891,102616,,,,,,
163000,212075,,,,,,
1454,49501,158088,180533,,,,
82417,130144,,,,,,
2316,27568,30371,44127,,,,
33736,42425,,,,,,
17000,56436,29000,32912,,,,
70800,102543,,,,,,
137876,177533,,,,,,
62249,96569,32537,43467,,,,
18652,67708,16520,21915,,,,
37671,48121,,,,,,
66728,95265,48422,72255,,,,
9511,25419,,,,,,
23248,41521,21137,48445,,,,
54508,103751,,,,,,
32764,61261,25271,61593,,,,
127198,129948,,,,,,
23000,34215,,,,,,
7710,54708,,,,,,
40605,63615,,,,,170915,216912
246,43811,162954,171216,,,,
15191,62312,,,,,,
55948,96662,75843,76194,,,,
