wk2_control,wk2_control,wk2_control,wk2_control,wk2_control,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk10_control,wk10_control,wk10_control,wk10_control,wk10_control,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk14_control,wk14_control,wk14_control,wk14_control,wk14_control,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas
0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.923,0,0,0,0,0,0,1,1,0,0,3,2,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0
1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0.42713,0.85427,0,0,0.42713,0.85427,0.85427,3.9855,3,2,3,0,0.98554,4.9855,0,0,6.4271,0.42713,1.7085,0.85427,0.42713,0.42713,0.42713,0.85427,0.42713,1.7085,0.85427
4,0,0,0,0,2,0,0,0,0,2,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.79024,0,3,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,1,2.5805,0,0,1.5805,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,2,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,0,2,0,0
1.0577,1.0856,0.51517,1.39,0,0.269,1.3779,0.82746,0.48773,0.28108,0.4886,0.58632,0.39088,0.57424,0.4886,0,0.58632,0.19544,0,0.67197,1.3667,0.56129,0.90518,1.7334,0.78002,1.5846,0.78002,1.9245,0.538,0.76881
0.97751,0,0.97751,0.97751,1,1.955,1.955,0.97751,1,0,1,0,1,0,0,3.9325,0,0.97751,0,0,0,0,0.97751,0,0,0.97751,0.97751,0.97751,0,1.9775
1,0,1.8784,0.9392,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.9392,0,0,0,0,3.9392,3.8784,4.9392,0.9392,1,3.9392
0,0,0.73773,0,0,0.48577,0,2.1235,0,2.7377,0,0,0,0,0,0,0,0,0,0,7.1416,5.8897,1.252,1.252,0,0.25196,0,1.252,0.25196,1.2235
0,0.99272,0,1,0,0,0,2.9927,2,0,0,0,0,0,0,0,0,0,0,0,0,2.9927,1,1.9927,0,0,0,1,3.9854,0
0,0,0,0,0,0.17036,0,0.34881,0.17036,0,0.85179,1.3791,1.371,1.0383,1.2087,2.247,1.1925,1.0221,0.68143,1.3791,0,0,0.17845,0,0,0,0,0.17036,0,0.17036
1,0,0.27994,2.5599,1.2799,1.2799,0,0,1,1.5599,0,0,0,0,0,0,0,0,0,0,2,0.27994,0.55987,1.2799,0,0,0,0,0,0
0.25215,0.6844,0,0.93655,0,0,0,0.93655,0,0,0,0,0,0,0,0,1,0,0,0,1.4922,1.8731,1.4408,2.4408,0.93655,1.6209,1.0599,0.75645,1.4408,0
0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
0,0,2.602,3.815,0,0,0,3.5303,0,3.2137,0,0,0,0,0.0097214,0,0.32043,0,0,0.33015,0,2.9127,1.628,0.90953,0,0.6117,0.0065633,1.602,4.8059,0
1.0881,0,1.0881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10686,0,0,1,2.1761,0.17613,2.4779,1.1761,1.0881,2.0881
0,2.1059,0,0,0,0,0,0,0,0,0.62695,1.2539,1.8809,1.8809,0,1.2539,1.2539,1.8809,0.62695,2.5078,0,0,0,0,0,0,0,0,0,0
0,0.53979,0,0,0,0,0.53979,0.53979,0,0.53979,0,1.6194,1.0796,0,2.1592,1.6194,0,1.0796,2.1592,0.53979,1.0796,1.0796,0,0,0.53979,0,0,0.53979,0,0.53979
0,0,1.3512,1.3512,1,0,0,1.3512,0,1.3512,0.70235,0,0.35117,0.70235,0,0.35117,0.70235,0,0,0.35117,0,1,0,1.7023,0,0.35117,0,2.3512,0,0
0.73798,0,2.2139,0.73798,0.73798,1.476,0,2.2139,0.73798,0.73798,0,0,0,0,0,0,0,0,0,0,0.73798,1.476,1.476,2.2139,0,1.476,0.73798,1.476,0,0.73798
0,0,0.52532,0,0.52532,0,0,0.79442,0.52532,0.52532,0,0,0,0,0,0,0,0,0,0,1.0506,1.0506,1.0506,2.1013,0.52532,0.52532,1.0506,1.0506,1.0506,1.0506
0,0,0,0,0,0,0,1,1,1.0877,0,0,0,0.087655,0,0,0,0,0,0,1.0877,1,0,1.1753,0,1.0877,1,0,0,0
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7164,1,1,3,0,2,0,0,0,0
0.98738,0.98738,0,0,0.98738,0,0.98738,1.9748,0,0.98738,0,0,0,0,0,0.98738,0.98738,0,0,0.98738,1.9748,1.9748,0,3.9495,1.9748,0,1.9748,0.98738,2.9621,1.9748
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0
0,0.90429,0.90429,0.90429,2.8086,0.90429,1.9043,0.90429,1.8086,0,0,0,0,0,0,0,0,0,0,0,0,0.90429,0.90429,0.90429,5.4258,0.90429,4.5215,1.8086,2.7129,2.7129
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0
0,0,0.71094,2.1328,0,1.4219,0,0,0,0.71094,0,0,0,0,0,0,0,0,0,0,0.71094,1.4219,2.8438,0.71094,2.8438,0.71094,2.1328,0.71094,1.4219,1.4219
0,0,0.57249,0.57249,0,0.57249,0,2.4312,1,0,0,0,0,0,0,0,0,0,0,0,0.85873,1,1.5725,0.28624,0.85873,1.4312,2.5725,2.7175,0.28624,1.5725
1.1885,1.4756,0,1,1.4257,0,3.0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47563,0,0,0,10.988,0,3.9025,1,0.47563,0
0.97069,0,0,0.97069,0.97069,0,0.97069,1,0.97069,2.9414,0,0,0,0,0,0.97069,0,0,0,0,1.9414,3.8828,1.9707,2.9414,2.9121,0.97069,0.97069,1.9707,0,0.97069
0.51962,0.29188,0.74736,0.9751,0,0.9751,0.29188,0.9751,0.22774,1.3311,0,0,0,0,0,0,0,0,0,0,2.1359,1.267,2.0143,2.0785,1.3311,3.5981,0.91096,1.1034,0.81149,0.51962
0,0.50995,0.50995,0.50995,0,0.50995,1.0199,1.5299,0,0.50995,0,0.50995,2.51,0,2.0398,3.0199,0,1.5299,1.0199,0,0,0,0.50995,0,0,0.50995,0,1.0199,0,0
0.54919,0.54919,0.54919,1.0984,1.5492,0.54919,0,0.54919,0,0.54919,0,0,0,0,0,0,0,0,0,0,1.5492,0,1.0984,1.0984,0.54919,1.0984,0,1.0984,0.54919,2.5492
0.31011,0,0.62022,0.62022,0.62022,1.5505,0,1.5505,0.31011,0.62022,0,0,0,0,0,0,0,0,0,0,2.4809,1.5505,2.1708,0.93033,0.31011,2.1708,0.31011,1.5505,0,1.2404
0.51882,1.4891,0,0,1.4891,0.97027,2.1999,0,0.25941,0,0,0.51882,0.51882,0.77823,0.77823,4.6593,0,2.9782,1.7485,0.51882,0.77823,0.77823,0,0.51882,0.77823,0.51882,1.7485,1.4891,0.77823,0
0.35111,2.5708,0.44348,0.60984,0.35111,0.60984,2.312,0.96094,0.44348,0.70221,0,0,0.27713,0,0,0.3695,0.27713,0.27713,0.27713,0,1.4044,0.79459,1.0533,0.79459,1.4044,1.0533,0.79459,1.6632,0.70221,1.4044
0.60247,0.60247,2.4099,0.60247,0.60247,3.4099,0,1.2049,0,0,0,0,0,0,0,0.60247,0,0,0,0,0,1.2049,1.8074,0.60247,0.60247,1.2049,0,1.2049,0,1.2049
0,0,1.14,1.425,0.85499,0.57,0,2.995,0.57,0.57,0,0,0,0,0,0,0,0,0,0.57,0.57,0,0.57,0.85499,1.995,2.565,1.425,0.85499,1.425,2.28
0,0,1.2392,1.2392,0,0.90569,0,1.8114,0,0.90569,0,0,0,0,0,0,0,0,0,0,0.90569,3.0506,1.8114,3.9563,0,1.8114,0,3.6228,0,0
0,0,3.5931,0.89828,0.89828,4.4914,0,4.4914,0.89828,2.6948,0,0,0,0.89828,0,0,0,0,0,0,0,0.89828,5.3897,4.4914,0,1.7966,0,1.8983,0,0
0.73018,0.73018,0.73018,0.73018,0,2.1905,0.73018,1.4604,0,0,0,0,0,0,0,0,0,0,0,0,1.4604,0,3.1905,0,0,1.4604,1.4604,2.1905,0.73018,2.1905
0.39322,0,0.39322,1.1797,0,2.1797,0,2.9661,0.39322,1.7864,0,0,0,0,0,0,0,0,0,0,1.9661,0.39322,0,1.7864,0,1.5729,0,1.1797,0,0
0.94479,0,0,0,0.89533,0,0,0,1.0048,1.4525,0,0,0,0,0,0,0,0,0,0,0.50769,0.99426,0.99801,0.44767,2.3304,1.4419,2.5068,1.4351,3.684,1.3925
0.40011,0,0.80021,0.80021,0.40011,0.80021,0,1.2003,1.2003,0.80021,0,0,0,0,0,0,0,0,0,0,0,1.2003,1.6004,1.2003,1.2003,0.80021,0.80021,2.0005,0.80021,1.6004
0.68225,0,0.52467,0.68225,0.68225,0.9974,0,0.52467,0.73507,0.57749,0,0,0,0,0,0,0,0,0,0,1.1022,1.5221,0.57749,0.68225,1.2069,1.1022,1.5221,1.5221,1.1022,1.2597
0,0,0,0,0,0,0,0,0.62322,0,0.93483,1.2464,0.62322,1.0906,0.15581,1.2464,0.77903,0.15581,0.15581,0.93483,0,1.2464,1.0906,0,0,0,1.0906,0,1.0906,1.0906
0,0,0,0,0,0,0,0,0,0,0.87484,1.5824,0.78136,1.7294,1.3222,1.8631,1.6626,2.2437,1.2421,1.9763,0,0,0,0,0,0,0,0,0,0
0.76442,0.76442,0.76442,0.76442,0.76442,0.76442,0,1.1466,0.76442,1.5288,0,0,0,0,0,0.38221,0.38221,0,0,0.76442,2.6755,0.76442,0.76442,1.1249,1.1249,1.5288,1.8893,0.76442,0.38221,1.5288
0.47841,0,0.95682,0,0.47841,0,0,0.95682,0.95682,0.95682,1.9136,0.47841,1.9136,0.95682,0.95682,1.4352,3.3489,0.95682,0,3.3489,0,0.47841,0.47841,0.95682,0.95682,0,2.8705,0.95682,1.4352,1.4352
1.2262,0.49049,0.73574,0.73574,0.73574,0.98099,0.24525,0.73574,0.49049,0.73574,0,0,0,0,0,0,0,0.24525,0,0.49049,1.962,1.7167,1.7167,0.98099,0.98099,1.2262,1.2262,1.7167,1.4715,0.73574
0,0,0,0,0.74062,0,0,0,1.4812,0.74062,0,0,0,0,0,0,0,0,0,0,0,1.4812,0.74062,2.2219,2.9625,1.4812,2.2219,0.74062,2.2219,2.9625
0.78421,0.43361,0.5,0.40956,0.34772,0.036581,0.40956,0.54523,0.99826,0.54811,0,0,0,0,0,0,0,0,0,0,1.5166,1.1281,1.0377,1.0348,1.3941,0.87298,2.4614,1.2979,0.93649,1.1705
0,0.17048,0.88965,0.64465,0.41548,0.68191,0.13322,1.1775,0.7406,1.1561,0.18631,0.074524,0,0.22357,0,0,0,0,0,0.20774,2.0886,1.0601,1.6675,1.2679,0.245,1.1719,0.75643,1.4598,0.51143,0.91108
0.27792,0,0.83376,0.55584,0.27792,1.1117,0,1.6675,0.27792,0.55584,0,0,0,0,0,0,0,0,0,0,0.27792,1.1117,2.2234,1.9454,1.1117,0.83376,0.83376,1.9454,0.83376,1.9454
0,0,0.73751,0.36876,0,0,0,1.475,0,0,0,0,0,0.73751,0,0,0,0,0,0,0,1.1063,1.8438,1.475,0.36876,1.1063,1.1063,1.8438,1.475,0.73751
0,0,0.29321,0.2544,0,0,0,0.89001,0.445,0.5209,1.2428,1.0169,1.0169,1.4688,0.7909,0.67792,0,0.45194,0,0.7909,0.445,1.1919,1.6085,1.4955,0.34068,1.0401,0.445,0.88829,0.1518,0.58814
0,0,0,0,0,0,0,0,0,0,0.47199,1.416,0.55209,1.4961,1.1042,1.6563,1.416,2.2084,1.1042,1.888,0,0,0,0,0,0,0,0,0,0
0,0.89028,0.59352,0.89028,0.59352,0.89028,0.59352,0.59352,0.29676,0.59352,0,1.4838,0.89028,0,0,2.0773,0,0.59352,0,0.59352,2.0773,1.4838,1.4838,2.187,0.59352,0.59352,0.89028,1.187,0.59352,1.187
0.6167,0.46252,0.6167,1.0792,0.30835,0.77087,0,0.6167,0,0.30835,1.4453,1.7537,2.062,1.4453,1.2623,1.1081,0.64558,0.46252,0.30835,1.2912,0.6167,0.46252,0.77087,0.15417,0.46252,0.30835,0,0.92505,0.46252,0.30835
0,0.29703,0.8911,0.59406,0.29703,1.5303,0,1.5303,0.57601,0.87304,0.29703,0,0,0.29703,0,0,0,0,0,0,0.61661,1.1701,2.4484,1.5303,1.8047,0.59406,0.57601,1.2107,0,1.1881
0,1.6064,0,4.8192,0,0,0,0,0,0.8032,1,0,0,0,0,0,0,0,0,0.8032,0,1.6064,2.4096,1.6064,0.8032,2.4096,2.4096,0.8032,0.8032,0.8032
1.7327,0.58276,0,1.1655,0,1.15,0,1.15,0.58276,0.58276,0,0,0,0,0,0,0,0,0,0,1.1655,1.1655,1.7327,0,0.58276,1.7327,0,0.58276,0,0
0.74116,0.74116,1.1117,0.37058,1.1117,0.74116,1.4823,0.37058,0,0.74116,0,0,0,0,0,0,0,0,0,0,1.1117,2.5941,1.8529,0.74116,0,0.74116,0,1.1117,0.37058,1.4823
0.44596,0.59461,0.29731,0,0,0.59461,0,0.59461,0.59461,0,0,0,0,0.14865,0,0,0,0,0,0,2.2298,5.0542,3.865,3.5677,2.2298,5.2029,0.89192,4.1623,0.44596,1.0406
0,0,0,0.49609,0,0,0.37207,0,0,0,0.72041,2.5333,2.8051,1.1189,2.7549,3.5492,0.64654,3.9213,3.2273,1.3907,0.49609,0,0.12402,0,0,0,0,0,0,0
0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0883,1.0883,0,1,1,0.088262,0,0,0.088262
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,4,0,0,1
0,0,1,0,0,1,0,0,0,0,5,0,0,11,0,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,11.778,0,6,0,1
1,0,0,0.99668,0,2.9967,0,0,0,0,1.9934,0,0,0,0,2.9934,0,0,0,1.9967,0,0.99668,1,0,0,1.9967,0,0,0,0
0,0,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
0,0,0,0,0.92404,0,0,0,0,0,0.87436,1.7487,0.87436,0,0,0.92404,1.7487,0,0,1.7487,0.92404,1.8481,0.92404,1.8481,1.8481,0,0.92404,2.7721,0,0
0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,1,0,0,0
0,0,1,1,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,3.3518,1,1,0,1,0,0,0,0,0
0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0
0.53805,0.53805,0.53805,0.9416,0.53805,0,0.26903,1.0761,1.3968,0.9416,0,0,0,0,0,0,0,0,0,0,1.8832,2.6075,1.4796,0,0,0,1.4796,0,1.3451,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.70015,0,0.70015,0.70015,0,4,1,1,0,0,2,1,0,0,1
1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,1
0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0
0,0,0,0.65659,0,1.6566,0,1.6566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,1,0,0
0.69908,0,0,0.34954,0,0.34954,0,0,0,0.34954,0,1.6991,1.3982,0,3.3982,2.7477,0.34954,2.6991,3.0486,0,0,0.69908,0.69908,0,0,0,0.34954,0.69908,0,1.3495
1.6594,1.9394,2.3297,0.65936,5.5776,6.8576,0,0,0,0,0,0,0,1.2589,2.3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.41545,0,1.1007,0,0.41545,0.41545,1.1007,0.68527,0,0,0,0,0,0,0,0,0,0,1.3084,1.5162,1.9937,1.1007,0.83089,0.62317,1.5162,0.89299,0
2.7521,1,1,0,2.2563,0.7521,0,0,0.7521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7521,0,7.7605,0,0.7521,6.0084
1.5867,2.0041,3.4395,3.5867,3.9053,5.0303,0,1,0,0,0,0,0,0.73185,0.1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.8101,0,1,0
0,0,1,0.91913,0,2.9191,0.91913,1.9191,0,0.91913,0,0,0,0,0,0,0,0,0,0,0,1.8383,2.9191,1.9191,0,0,0.91913,0.91913,0.91913,2.9191
0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,2,0,2
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1971,0,0,0,2,1.5493,4.0985,0,0,0
0,0,0,1,0,0,0.61351,0,0,0,1,0.61351,2.8405,0,3.227,4.4541,0,4.4541,2.6135,0,0,0,0,0,0,0,0,0,0,0
0,1.5134,0,1.2873,0,0,0,1.5562,0,3.2204,0,0,0.28734,0,0,0,0,0,0,0,2.3477,0.7729,1,2.2931,0,0.067071,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1.5285,3.057,0,3.5855,3.5855,0,4.6425,3.114,1.057,0,0,0,0,0,0,0,0,0,0
0.73925,0,0,0,0,0.73925,0,1.4785,0,0,0,0,0,0,0,0,0,0,0,0,0,2.957,2.2178,1.4785,0.73925,2.2178,0.73925,3.6963,1.4785,0.73925
0,1,0.99911,0,0.49956,0.99911,0,0,1.4996,0.99911,0,0,0,0.49956,0,0,0,0,0,0,0.99911,1.9991,0,0.49956,1.9991,2.4987,0.49956,1.9991,1,0
0.49999,0,0.99999,0.49999,0.49999,0,0,1,0.49999,2,0,0,0,0,0,0,0,0,0,0,0.49999,3,2.5,2.5,0.49999,0.99999,0.99999,1.5,2,0.99999
0,0.5757,0.5757,0.5757,0.5757,0.5757,0,0.5757,0.5757,0.5757,0,0,0,0,0,1.1514,0,0,0,0,1.1514,0.5757,1.1514,1.1514,1.1514,2.8785,0.5757,1.7271,0.5757,0.5757
0,1.5089,0.50893,1.5089,0,1,0,0,0,0,0.50893,0,0,0,1.0179,0.50893,0.50893,0.50893,1.0179,0.50893,0.50893,0,1,0.50893,0,1,0,0,0,0
0,0,0.62214,0,0,0.47917,0,0.38256,0.75038,0.62214,0,0,0,0,0,0,0,0,0,0,0.87884,0.86172,1.0218,1.5155,0.65377,1.1648,1.3725,1.1329,1.3725,1.5497
0,0,0,0,0,0.40473,0,0.58811,0,1.3668,0,0,0,0,0,0,0,0,0,0,1.2142,1.9549,0.58811,0.99284,0.58811,1.1762,1.9549,2.3976,0.77149,1.2142
0,0,1.2413,0,0,1.2413,0,2.4826,0.62481,2.8366,0,0,0,0,0,0,0,0,0,0,0.61648,0.62481,2.4826,0.62481,2.8449,0.61648,0,2.2118,0.62481,0
0.79974,0,0,1.4311,0.82641,0.77664,0,1.4235,0.94548,1.0527,0.30989,0,0,0.54322,0,0.9716,0,0,0,0,2.1356,3.5146,2.5461,0,0,0.62429,0.5781,0,0.67,1.1404
0.24169,0.48337,0,0,0,0,0,1.0301,0,1.0301,1.0401,0,0,0.25169,0.25169,0,0,0,0,0,2.8487,2.0602,1.0301,0,0,2.0602,0,0.24169,0,0
0,0,0,0,0,0,0,0.69738,0,1.3948,0,0,0,0,0,1,0,0,0,0,2.3948,1.3948,1.3948,1.3948,0,1.3948,0,0.69738,0,0
0.88791,0,0,0,0.88791,0.88791,0,0,0.88791,0.88791,0,0,0,0,0,0,0,0,0,0,1.7758,1.7758,0.88791,1.7758,0.88791,1.7758,3.5516,0.88791,1.7758,2.6637
1.5513,0.29662,0.59323,1.8479,0.59323,0.59323,0.29662,1.8479,0.29662,0,0,0,0,0,0,0.29662,0,0.29662,0,0,1.4831,0.88985,1.8479,0.59323,0,2.1446,0,3.0344,0,0.88985
0,0,1.443,0.7215,0,1.443,0,3.886,0,1.443,0.7215,0,0.7215,0,0,0,0,0,0,1.443,0,0.7215,0,2.886,0.7215,0,0.7215,1.443,0,0
0.35164,0,0.35164,0.35164,1.0549,1.0549,0.70328,0,0.35164,0.70328,0.35164,0.35164,0.35164,0.70328,0.35164,0.70328,0,0,0,0,0.70328,0.35164,0.70328,1.0549,1.7582,1.4066,0.35164,1.0549,0,1.0549
0.71894,0,0.6616,1.1291,0.57208,0.42776,0,1.3767,0.59978,0.85745,0.27702,0,0,0.22258,0,0.25126,0,0,0,0.39073,0.79467,1.182,0.73926,1.3862,1.7113,0.74943,1.6337,1.811,0.91576,0.99984
0.37151,0,1.4861,0,0,1.1145,0,0.74303,0.37151,0.74303,0.74303,0.74303,0.37151,0.37151,0.74303,0,0.37151,0,0,0,0,1.1145,1.4861,1.1145,0.74303,1.1145,0.37151,1.1145,0.37151,0.74303
0,0.62026,1.8608,1.2405,0.62026,0.62026,0,3.1013,0.62026,0.62026,0,0,0,0,0,0,0,0,0,0,0.62026,1.2405,1.2405,1.2405,0,0.62026,0,3.7215,0,0.62026
0.95171,0,0.95171,0,0,1.9034,0,0,0.95171,0.95171,0,0,0.95171,4.7585,0.95171,2.8551,0,0,0,0,0,1.9034,1.9034,1.9034,0,1.9034,0,0,0,0
0,0,1.0696,1.0696,0,0,0,0,1.5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79811,1.0522,1.0522,0,1.0522,0,1.8503
0.5468,0.24853,0.84994,0.62721,0.76564,0.88326,0,0.63902,0.92677,0.76922,0.049787,0,0,0,0,0,0,0,0,0,0.83422,1.0141,0.8378,1.0936,0.97654,1.0177,1.6618,1.2056,1.0247,1.3562
0.26235,0.89836,0,0.37366,0.37366,0.63601,0.78704,0,0.63601,0.63601,0,0,0.26235,0,0,1.0097,0,0,0,0.26235,1.272,1.1607,1.272,0.74732,0.48498,1.606,0.89836,1.121,1.1607,0.11131
0,0,0.80555,0,0.80555,0,0,0.80555,0.80555,0,0,1.6111,1.6111,0.80555,0,1.6111,0,0,0,1.6111,0,0,0,1.6111,0,0,4.8333,0,0,4.0277
0.42514,0.21257,0.96803,0.42514,0.75382,0.41968,0,1.1373,0.65027,0.37064,0,0.25616,0,0.1526,0,0,0.30521,0,0,0.57229,0.85738,0.96094,0.84646,1.9595,1.0045,1.0645,1.228,1.8799,0.58867,1.9838
0,0,0.77325,0,0,0.77325,0.77325,2.3197,0.77325,0.77325,0,0,0,0,0,0,0,0,0,0,0.77325,1.5465,1.5465,1.5465,0.77325,1.5465,2.5465,1.5465,0,0.77325
0.30545,0,0,0.30545,0.6109,0.91634,0,0.6109,0.30545,0.6109,0,0.31524,0.31524,0,0,1.5566,0.63047,0,0,0.31524,1.5272,0,0.6109,1.2218,1.5272,0.91634,1.5272,1.2218,0,1.2218
0.40642,0,1.1297,0.96117,0,1.1369,0,0.46855,0,0,0,0,0,0.31854,0.087887,0.20868,0,0,0,0,1.357,1.5729,0,1.7517,0,0,0.79054,1.5691,1.2104,0.86393
0.87893,0.29298,0.29298,0,0.58596,0.87893,0,0.58596,0.58596,0,1.1719,0.87893,0.87893,1.1719,0.87893,1.1719,0.29298,1.1719,0.29298,1.4649,1.1719,0.87893,0.58596,0.87893,0.87893,1.1719,0,0.87893,0,0.87893
0,3.0132,0.43046,0,0,0,1.2914,1.2914,0.43046,0,0,0.86092,0.43046,0,0,0.43046,0,0,0,0,1.2914,3.4437,0.86092,2.1523,0.86092,1.2914,0,0.43046,0,0.86092
0,0,0,0.48899,0,0.36164,0.78916,0.48899,0,0,3.1395,1.3736,0.56645,2.0699,0.41026,1.74,2.1458,0.45573,1.0782,2.2523,0.83463,0.94599,0,0,0,0,0,0.73991,0,0
0.91092,0,0,0,0,2.2773,0,0,0,0,0.91092,1.3664,1.3664,1.8218,1.3664,1.3664,0.45546,0,0.45546,1.3664,0,0.45546,0.45546,0,0,0.45546,0,0,0,0
0,0,0,1.6261,0,0,0,4.0654,0.81307,4.8784,0,0,0,0,0,0,0,0,0,0,4.0654,1.6261,0,4.0654,0.81307,0.81307,0,1.6261,0,0
0.55836,0,0.74096,0,0.25335,0.8117,0,0.8117,0.25335,0.8117,0,0,0,0,0,0,0,0,0,0,1.3184,1.3701,1.0651,1.5527,0.86336,0.76004,1.3701,1.3701,1.1167,0.5067
0.81276,0,0,0,0,2.0319,0,0,0,0,0.81276,1.2191,1.2191,1.6255,1.2191,1.2191,0.40638,0,0.40638,1.2191,0,0.40638,0.40638,0,0,0.40638,0,0,0,0
0.48438,0,0.72424,0.48438,0.6431,1.0082,0,0.84596,0.56196,0.6431,0,0.12171,0,0.16229,0,0,0,0,0,0,0.86858,1.6108,1.8948,1.3303,0.72177,1.0499,0.74686,1.4115,0.74686,1.3102
0,0,0.86048,1.721,0,0,0,0,0.86048,2.2686,0.54764,0,0,0.54764,0,0,0,0,0,0,5.0849,2.5034,3.1291,0,0,6.493,0,1.721,0,0
0.79575,0.85696,0.62791,0.73454,0.73454,0.68912,0.79575,0.75033,0,0.73454,0.61212,0.55091,0.67333,0,0,0.79575,0,0,0,0.55091,1.3012,1.2242,1.1788,1.2242,1.0406,0.81154,1.4691,1.1018,0.79575,0.99518
0,1.0037,0.75376,0,0,0,0.65416,0,0,0,3.5479,0.78546,0.71217,5.5818,0.60506,0.82295,3.5946,0.51777,0.21746,2.9461,1.3492,0,0,1.1774,0,0.95129,0,0,0,0
0.62668,0.76956,0.69631,0.76594,0.97483,0.83557,0.84281,0.62668,0.83557,0.69631,0,0,0,0,0,0,0,0,0,0,1.3926,1.3926,1.1837,0,0.97483,1.0445,1.1837,1.0445,0.97483,1.4622
1.0056,0,0,0.76582,0,0.75032,0,0.49504,0,0,0,0,0,0,0,1.7869,0,0,0,0,1.0211,0,1.0211,0,0,1.2764,0,1.5161,1.2764,0
